nomenclature,code
metal conventional brackets upper arch fit,1032
15 mins treatment planning,100
re root treat,504
scale and root plane specialist,200
extended scale and root plane specialist,200
failed to attend - hygiene,9999
tepe purple,9999
administration,9999
articulated study casts,110
harmony upper arch brackets fit,1032
fixed braces bond up,9999
metronidazole 400mg (prescription only),9999
free check up,9999
denture reline,716
hygiene denplan,231
dental implantology: screw retained implant bridge,847
mouthguard (essix),1107
exam denplan,100
lazer tooth whitening,1113
metal conventional brackets lower arch fit,1032
crown or inlay prep,414
assess with specialist,9999
home white with britesmile,1114
mta apicoformation,9999
intracanal medication,9999
non-vital tooth whitening,1113
rubber dam,9999
posterio composite buccal,9999
gingivectomy laser,9999
account information,9999
tooth whitening (home),1114
mobility grade 1,9999
mobility grade 2,9999
temporary crown - fit,421
dental implantology: placement of cover screw,9999
crown all ceramic,416
40 minute hygienist appointment,204
adult exam,100
routine dental examination,100
fitting of implant denture,801
implant interim bridge,816
implant stent or guide,9999
provisonal crown/bridge unit,924
treatman plan discussion,9999
express lab fee- patient's choice,9999
tooth whitening gel x1 with retainer,1113
laser lipo,3034
home whitening offer,1114
mobility grade 3,9999
recement veneer/inlay/onlay/crown or bridge,436
home whitening kit-christmas offer,1114
enlighten whitening impressions,1113
recementing dislodged crown,9999
records of bite to mount models,9999
laboratory planning wax-up,116
palatal cover plate for gum surgery,9999
root planing under la,9999
tepe grey,9999
botox and filler,3034
endodontic core,507
radiograph: lateral cephalic (referral),108
radiograph: cone beam computed tomography (referral),108
osstell - implant stability assessment,9999
clear aligners >3,1005
consultation - restorations,9999
enlighten whitening surgery,1113
denture treatment,726
bridge fitting,920
stainless steel band,9999
bone augmentation - bioactive synthetic,9999
oasis special offer lazer whitening,9999
specialist rct incisor,502
addition of clasp or tooth,724
fluorigard daily,9999
retnpc  ll5,9999
try-in-chrome cobalt metal frame only,598
midi/maxi implants,9999
referral to dentist,9999
teeth whitening: top up syringe,1113
bridge - fit,926
consultation - orthodontics,1000
enlighten whitening fit,1113
fluoride aplication,300
special fee hygienist appointment,231
recording of the bite,9999
emdogain regenerative material,9999
large amalgam filling,400
harmony impressions,9999
impressions with custom trays,1128
post preparation and impression,9999
specialist rct p.molar,500
search 3.5,9999
braun 3 for 2's,9999
soft liging,9999
nurofen plus (p),9999
mini implant screw,9999
new patient special offer,100
tooth trauma,9999
onlay prep & impressions (porcelain),409
mouthguard - (michigan splint),1136
referred by dentist,9999
pulpotomy/pulpectomy,506
dental impressions - silicone,9999
dental implantology: bone graft,9999
medicated intra-pulpal dressing,9999
nuhc0110 filling (composite - large),399
dental extraction,600
erythromycin (prescription only),9999
fitting implant denture bar,9999
augmentation of deficient bone ridge,9999
payment instalment,9999
surgical investigation,9999
glide floss piks,9999
impression for post and core,9999
orthodontice treatment 30min,1032
copy technique imps,9999
smile month clean,9999
maryland prep,910
extensive report,9999
airflow at hygiene appt,226
braun interspacial heads,9999
colgate dental tape,9999
amoxycillin sachets (prescription only),9999
advantage 35,9999
exam notes (trt options),9990
specialist periodontal assessment,9999
onlay fit (porcelain),415
lingual braces: fixed lingual bracket system,9999
metal conventional braces impressions,9999
nuhc0107 hygiene,9999
bridge treatment,920
co-amoxiclav 625 mg,226
enlighten whitening review,103
inman appliance upper,9999
glide flossets,9999
impressions with pre-fabricated trays,9999
chlorhexidine mouthwash,107
study models - simple,102
denture try in single,9999
perio consulation,716
shade taking (professional),9977
cts super interspacial,9999
periodontal resective surgery,9999
pinb  lr6,9999
[lr6] precious metal alloy jacket cro...,9995
[lr6] mucoperiosteal flap - lower (3yd1),9999
arch expansion,9986
free tooth whitening consultation,9995
invisalign i7,1005
COVID-19 TEMP,9999
dental implantology - sinus lift,9999
referral to endodontist or dwsi in endodontics,9999
orthodontics: temporary anchorage device,9999
metronidazole 200mg tablets - 21 pk,9999
oasis - extractions,600
nuhc0104 radiographs (intra-oral),9999
nuhc0128 fissure sealant,9999
nuhc0098 adult initial consultation - dental only,9999
fixed braces de-bond,9999
inman appliance lower,9999
15% whitening gel,9999
impressions to make cover  plate,9999
try-in implant bar,598
composite mockup/trial shape,9999
tooth coloured clasp,9999
wowcher tw,9999
fit harmony upper arch,9999
biopsy including report,9999
failed to appt,9999
enlighten tooth whitening gel,9999
braces set,9999
x-ray digital imaging,105
apicectomy inc/canine,607
fit of any thing,9999
oral-b plaque check,9999
gengigel rinse,9999
britesmile mouthwash,9999
colgate peroxyl,9999
gel-kam,9999
pink tepe brushes,9999
red tepe brushes,9999
britesmile hygiene 30,9999
[ul4] any other treatment (nnb),9999
[lr7] 2101 (3ns1),9999
anterior composite buccal,9999
tooth whitening - fit enlighten,1113
inman aligner upper fit,9999
lingual braces: upper arch bonding,9999
placement of fiber post + core build up,9999
lingual braces: review appointment,9999
metronidazole 400mg tablets - 21 pk,9999
damon q: self-ligation bracket system,9999
root canal treatment - molar,500
consultation - endodontics,507
amoxycilin 250mg caps - 21 pk,9999
referral to periodontist or dwsi in periodontics,224
sedation for extracting 17+ teeth,619
rct review in one month,500
oasis - crown & bridge fit,9999
polanight 16% carbamide peroxide whitening gel,9999
express lab service,9999
oasis 6% hydrogen peroxide whitening gel,9999
nuhc0109 filling (composite - medium),399
colgate sensitive pro-relief toothpaste 75ml,9999
curaprox 3960 super soft toothbrush,9999
sensodyne rapid relief toothpaste,9999
colgate fluorigard alcohol free daily rinse,9999
bond up-incognito lingual fixed appliances.,9999
impressions-incognito lingual fixed appliances.,9999
10 minute hygienist appointment,231
apicectomy p.molar or molar,607
6% hydrogen peroxide gel,9999
glass ionomer restoration,403
duplicate x-ray ohc,105
periochips,9999
surgical amputation or hemisection,9999
wisdom interspacial,9999
10% whitening gel,9999
charge for pt record info,9999
macleans toothbrush,9999
oral b satin tape,9999
trial adjustment of the bite on models,9999
tooth contouring,9999
surgery pack,9999
diagnotic casts for planning,9999
biopsy of tissue,9999
jaw or bite registration,9999
duraphat weekly (p),9999
colgate total 100ml,9999
oral-b ultra floss,9999
airflow xtra clean,226
denture try u & l,703
oasis - crown & bridge prep,9999
harmony orthodontic treatment,1032
fit harmony brackets lower arch,9999
clasps,724
x ray ct scan upper arch only,105
oral b mouthwash,9999
x ray ct scan lower arch only,105
dahl orthodontic appliance (fixed),1032
te pe brushes,9999
proposed treatment,9999
bicon implant,801
full metal denture (occ),726
IMPLSTAGE1,9999
additional time at pt request,9999
tongue cleaner,9999
fibroma removal,9999
britesmile toothpaste,9999
mouth patrol,9999
retardex paste,9999
single implant retained crown,9999
gengigel paste,9999
stages 4 toothbrush,9999
stages 3 toothbrush,9999
oral-b flossettes 10's,9999
tepe plastics,9999
sensodyne mint 45ml,9999
yellow tepe brushes,9999
fluorigard mouthwash,9999
sensodyne toothbrush,9999
orange tepe brushes,9999
brite promotion,9999
lesion,9999
chrome try-in,598
invoicecorrection,9999
six month smile-orthodontics,1008
inman aligner upper impressions,9999
inman aligner lower fit,9999
invisible aligners anterior lower,1005
invisible aligners anterior upper,1005
specialist endodontist root filling,9977
impressions for model wax up,1128
inman aligner: fit appliance,9999
recall exam,100
wy10 whitening gel 6%,9999
inman aligner impressions,9999
dental impressions (digital scan),1128
impressions for porcelain bridge,1128
zoom tooth whitening offer,9999
diagnostic photographs,9999
orthodonic impressions,1128
try in implant abutment,805
invisalin impressions,1005
"manual debriment, scale & polish, airflow,flossing combined",200
maxi -implant,801
root canal therapy:seal & temporary fill,507
cfast adjustment,1028
hygiene visit- scale & polish,200
temporay filling,402
clear removable retainer: upper arch,1010
retainer rebonded,903
clear aligners review appointment,1012
implant kit,9999
impression for splint or guard,1128
root canal (premolar),501
root canal therapy:first stage,507
home whitening offer inc. gels,9999
root canal (incissor/canine),502
invisalign: fit,1005
implant supported crown,801
retainers fixed or removable,1032
extraction - simple,600
orthodontic appliance set,1035
clear aligner fit,1005
bone grafting membrane,210
orthodontic treatment: debonding of braces,1032
implant abutment (post),805
invisalign system: clear aligners,1005
clear removable retainer: lower arch,1010
invisalign: refinement (new photos & impressions),1005
invisalign: ipr,1005
orthodontic services,1032
retainer bonded fit,903
radiograph: panoramic,107
30mins hygiene treatment,206
clear aligner impressions,1128
consultation - implants,800
debond appliances and impressions for study models and retainers,9999
metal brackets conventional review/adjustments,103
nhs examination,100
oasis - emergency,126
orthodontic treatment: bonding of braces in the upper arch,1032
acrylic denture impressions,700
orthodontic treatment: bonding of braces in the lower arch,1032
hygienist 20 minutes,202
conventional ligation bracket system: metallic,1032
dental implantology: screw retained implant crown,815
dental implantology: placement of healing abutment,9986
impressions taken today,1128
free consultaion any treatment,9999
gum contouring,9999
extraction - surgical,600
poladay 6% hydrogen peroxide whitening gel,9999
bleaching gel 10%,9999
implant supported bridge,817
free cosmetic consult,3034
implant interim crown,815
six month smile treatment,1008
wy10 whitening gel 10%,9999
vital teeth whitening,1113
invisalign vivera retainers (pack of 3) - upper arch,1005
chronic perio 1st treatment,9999
whitening review appointment,103
private telephone triage,9999
perio stability achieved,229
perio 2nd opinion decline,229
special impression tray,9999
veneer preparation type i,439
emergency private patient,126
superior high aesthetic crown prep.,9999
surgical extraction type ii,600
perio 2nd opinion accept,229
treatment of sensitive tooth,9999
perio  review,103
fee for cobalt chrome denture type ii,9999
topical fluoride visit 1,300
fee for cobalt chrome denture type i,9999
fee for acrylic denture type iii,9999
"""dual fixed braces inc removable rets and fixed rets 2 whitening gels""",9999
ONLAY-FIT,9999
crown porcelain,416
stone and smoothing,1116
oasais basics onlay metal,9999
root surface debridement 30mins.,9999
tooth lightening abrasion,9999
bupa insurance porcelain inlay preparation and impressions,409
invisalign lab fee,1005
emergency splint,126
implant block bone graft,9999
implant titanium post,9999
supragingival scaling,9999
resin bonded hybrid amalgam restoration,9999
surgical hemisection,9999
crown lengthening (diathermy),9999
composite inlay-onlay,410
bupa insurance 2nd stage root canal treatment,500
SCI APPLIANCE,9999
bupa insurance fluoride application,300
guided tissue regeneration,9999
promotional offer,9999
nhs dental exam + pvt hygiene,101
invisalign full arch,1005
surgical review,103
fee for full acrylic denture,9999
social orthodontic free consultation,1000
andrew's partial acrylic denture,707
implant denture repair,715
refund of prepayment,9999
hygienist treble appt. 90mins,231
operculectomy (diathermy),9999
oral surgery consultation,9999
acrylic denture fit full denture,726
bupa insurance inlay fit,9999
resin veneer,435
bupa insurance resin bridge fit,926
bupa insurance adhesive bridge prep,9999
bupa insurance porcelain bonded bridge preparation,920
periodontal scale and polish,200
orthodontic wax,1032
bupa smile plan exam,100
bupa insurance acrylic denture type iii,726
home whitening promotion,1114
dental hygiene & x-ray,9986
repair filling,399
non surgical  perio type ii,9999
timed treatment 15 mins,9999
report,9999
andrew's inlay porcelain,409
non surgical perio type 3 surgery,9999
photographic service,9999
implant supported denture,9999
perioguard,9999
implant ridge expansion,9999
passport signature,9999
bewhite consultation,9999
full mouth periodontal charting,9999
